question_id,question,category,complexity,execution_success,execution_time,execution_error,sql_similarity_score,exact_match,bleu_score,results_match,row_count_match,column_count_match,data_similarity_score,pattern_correctness,missing_components,extra_components,generated_sql,ground_truth_sql,num_few_shot_examples,model_name,timestamp,experiment_name
Q011,What are total assets in 2025?,asset_liability,simple,True,0.00399327278137207,,0.7551,False,0.6928,False,True,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': True, 'has_cte': True, 'has_window_func': True, 'has_case': True, 'has_subquery': True, 'has_aggregate': True}",[],[],SELECT value FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_BALANCE_TOTAL_ASSETS' AND fp.fiscal_year = 2025;,"SELECT c.name as company_name, fp.fiscal_year, li.name as metric, ff.value as total_assets, s.currency, s.units FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN company c ON fp.company_id = c.company_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_BALANCE_TOTAL_ASSETS' AND s.statement_type = 'BALANCE' AND fp.fiscal_year = 2025;",0,llama-3.3-70b-versatile,2025-10-14T23:26:11.402429,few_shot_learning_curve_20251014_232008
Q012,Calculate working capital for each year,asset_liability,medium,True,0.010220527648925781,,0.4083,False,0.5775,False,False,True,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': True, 'has_cte': True, 'has_window_func': False, 'has_case': True, 'has_subquery': True, 'has_aggregate': True}",[],['has_window_func'],"WITH wc_data AS (
    SELECT 
        fp.fiscal_year,
        ff.value as working_capital
    FROM financial_fact ff
    JOIN statement s ON ff.statement_id = s.statement_id
    JOIN fiscal_period fp ON s.period_id = fp.period_id
    JOIN line_item li ON ff.line_item_id = li.line_item_id
    WHERE li.normalized_code = 'HUL_BALANCE_WORKING_CAPITAL'
        AND s.statement_type = 'BALANCE'
)
SELECT 
    wc.fiscal_year,
    wc.working_capital,
    LAG(wc.working_capital) OVER (ORDER BY wc.fiscal_year) as prev_year_wc,
    ROUND(((wc.working_capital - LAG(wc.working_capital) OVER (ORDER BY wc.fiscal_year)) / 
           NULLIF(LAG(wc.working_capital) OVER (ORDER BY wc.fiscal_year), 0)) * 100, 2) as yoy_growth_pct
FROM wc_data wc
ORDER BY wc.fiscal_year;","WITH current_assets AS (SELECT fp.fiscal_year, ff.value as current_assets FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_BALANCE_TOTAL_CURRENT_ASSETS' AND s.statement_type = 'BALANCE'), current_liabilities AS (SELECT fp.fiscal_year, ff.value as current_liabilities FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_BALANCE_TOTAL_CURRENT_LIABILITIES' AND s.statement_type = 'BALANCE') SELECT ca.fiscal_year, ca.current_assets, cl.current_liabilities, ca.current_assets - cl.current_liabilities as working_capital FROM current_assets ca JOIN current_liabilities cl ON ca.fiscal_year = cl.fiscal_year ORDER BY ca.fiscal_year;",0,llama-3.3-70b-versatile,2025-10-14T23:26:11.484409,few_shot_learning_curve_20251014_232008
Q013,Analyze working capital efficiency with growth metrics,asset_liability,complex,False,0.0,"Execution failed on sql 'WITH eps_data AS 
(
    SELECT 
        fp.fiscal_year,
        ff.value as basic_eps
    FROM financial_fact ff
    JOIN statement s ON ff.statement_id = s.statement_id
    JOIN fiscal_period fp ON s.period_id = fp.period_id
    JOIN line_item li ON ff.line_item_id = li.line_item_id
    WHERE li.normalized_code = 'HUL_PROFIT_LOSS_BASIC_EPS_RS'
        AND s.statement_type = 'PROFIT_LOSS'
),
dividend_data AS 
(
    SELECT 
        fp.fiscal_year,
        ff.value as dividend_per_share
    FROM financial_fact ff
    JOIN statement s ON ff.statement<｜begin▁of▁sentence｜>_id = s.statement_id
    JOIN fiscal_period fp ON s.period_id = fp.period_id
    JOIN line_item li ON ff.line_item_id = li.line_item_id
    WHERE li.normalized_code = 'HUL_RATIOS_DIVIDEND_PER_SHARE'
        AND s.statement_type = 'RATIOS'
)
SELECT 
    e.fiscal_year,
    e.basic_eps,
    d.dividend_per_share,
    ROUND((d.dividend_per_share / NULLIF(e.basic_eps, 0)) * 100, 2) as dividend_payout_ratio,
    LAG(e.basic_eps) OVER (ORDER BY e.fiscal_year) as prev_year_eps,
    ROUND(((e.basic_eps - LAG(e.basic_eps) OVER (ORDER BY e.fiscal_year)) / 
           NULLIF(LAG(e.basic_eps) OVER (ORDER BY e.fiscal_year), 0)) * 100, 2) as eps_growth_pct,
    e.basic_eps - d.dividend_per_share as retained_earnings_per_share
FROM eps_data e
JOIN dividend_data d ON e.fiscal_year = d.fiscal_year
ORDER BY e.fiscal_year;': syntax error at or near "">""
LINE 19: ... statement s ON ff.statement<｜begin▁of▁sentence｜>_id = s.s...
                                                              ^
",0.4141,False,0.7496,False,False,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': True, 'has_cte': True, 'has_window_func': True, 'has_case': True, 'has_subquery': True, 'has_aggregate': True}",[],[],"WITH eps_data AS 
(
    SELECT 
        fp.fiscal_year,
        ff.value as basic_eps
    FROM financial_fact ff
    JOIN statement s ON ff.statement_id = s.statement_id
    JOIN fiscal_period fp ON s.period_id = fp.period_id
    JOIN line_item li ON ff.line_item_id = li.line_item_id
    WHERE li.normalized_code = 'HUL_PROFIT_LOSS_BASIC_EPS_RS'
        AND s.statement_type = 'PROFIT_LOSS'
),
dividend_data AS 
(
    SELECT 
        fp.fiscal_year,
        ff.value as dividend_per_share
    FROM financial_fact ff
    JOIN statement s ON ff.statement<｜begin▁of▁sentence｜>_id = s.statement_id
    JOIN fiscal_period fp ON s.period_id = fp.period_id
    JOIN line_item li ON ff.line_item_id = li.line_item_id
    WHERE li.normalized_code = 'HUL_RATIOS_DIVIDEND_PER_SHARE'
        AND s.statement_type = 'RATIOS'
)
SELECT 
    e.fiscal_year,
    e.basic_eps,
    d.dividend_per_share,
    ROUND((d.dividend_per_share / NULLIF(e.basic_eps, 0)) * 100, 2) as dividend_payout_ratio,
    LAG(e.basic_eps) OVER (ORDER BY e.fiscal_year) as prev_year_eps,
    ROUND(((e.basic_eps - LAG(e.basic_eps) OVER (ORDER BY e.fiscal_year)) / 
           NULLIF(LAG(e.basic_eps) OVER (ORDER BY e.fiscal_year), 0)) * 100, 2) as eps_growth_pct,
    e.basic_eps - d.dividend_per_share as retained_earnings_per_share
FROM eps_data e
JOIN dividend_data d ON e.fiscal_year = d.fiscal_year
ORDER BY e.fiscal_year;","WITH current_assets AS (SELECT fp.fiscal_year, ff.value as current_assets FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_BALANCE_TOTAL_CURRENT_ASSETS' AND s.statement_type = 'BALANCE'), current_liabilities AS (SELECT fp.fiscal_year, ff.value as current_liabilities FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_BALANCE_TOTAL_CURRENT_LIABILITIES' AND s.statement_type = 'BALANCE') SELECT ca.fiscal_year, ca.current_assets, cl.current_liabilities, ca.current_assets - cl.current_liabilities as working_capital, ROUND((ca.current_assets / NULLIF(cl.current_liabilities, 0)), 2) as current_ratio, LAG(ca.current_assets - cl.current_liabilities) OVER (ORDER BY ca.fiscal_year) as prev_year_wc, (ca.current_assets - cl.current_liabilities) - LAG(ca.current_assets - cl.current_liabilities) OVER (ORDER BY ca.fiscal_year) as wc_change, ROUND((((ca.current_assets - cl.current_liabilities) - LAG(ca.current_assets - cl.current_liabilities) OVER (ORDER BY ca.fiscal_year)) / NULLIF(LAG(ca.current_assets - cl.current_liabilities) OVER (ORDER BY ca.fiscal_year), 0)) * 100, 2) as wc_growth_pct FROM current_assets ca JOIN current_liabilities cl ON ca.fiscal_year = cl.fiscal_year ORDER BY ca.fiscal_year;",0,llama-3.3-70b-versatile,2025-10-14T23:26:11.671111,few_shot_learning_curve_20251014_232008
Q014,Show inventory turnover ratio trend,efficiency_metrics,medium,True,0.012356996536254883,,0.6638,False,0.6373,False,True,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': False, 'has_cte': True, 'has_window_func': False, 'has_case': True, 'has_subquery': True, 'has_aggregate': True}","['has_order_by', 'has_window_func']",[],"SELECT 
    fp.fiscal_year,
    li.normalized_code,
    ff.value as inventory_turnover_ratio
FROM financial_fact ff
JOIN statement s ON ff.statement_id = s.statement_id
JOIN fiscal_period fp ON s.period_id = fp.period_id
JOIN line_item li ON ff.line_item_id = li.line_item_id
WHERE li.normalized_code = 'HUL_RATIOS_INVENTORY_TURNOVER_RATIO' AND s.statement_type = 'RATIOS';","SELECT fp.fiscal_year, li.name as metric, ff.value as turnover_ratio, ROUND(365.0 / NULLIF(ff.value, 0), 1) as days, LAG(ff.value) OVER (ORDER BY fp.fiscal_year) as prev_year_ratio, ROUND(ff.value - LAG(ff.value) OVER (ORDER BY fp.fiscal_year), 2) as ratio_change FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_RATIOS_INVENTORY_TURNOVER_RATIO' AND s.statement_type = 'RATIOS' ORDER BY fp.fiscal_year;",0,llama-3.3-70b-versatile,2025-10-14T23:26:11.735037,few_shot_learning_curve_20251014_232008
Q015,Compare inventory and receivables turnover efficiency,efficiency_metrics,complex,True,0.0,,0.5878,False,0.6054,False,False,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': True, 'has_cte': True, 'has_window_func': False, 'has_case': True, 'has_subquery': True, 'has_aggregate': False}","['has_window_func', 'has_aggregate']",[],"SELECT 
    fp.fiscal_year,
    li.normalized_code,
    ff.value as turnover_ratio
FROM financial_fact ff
JOIN statement s ON ff.statement_id = s.statement_id
JOIN fiscal_period fp ON s.period_id = fp.period_id
JOIN line_item li ON ff.line_item_id = li.line_item_id
WHERE li.normalized_code IN ('HUL_RATIOS_INVENTORY_TURNOVER_RATIO', 'HUL_RATIOS_RECEIVABLES_TURNOVER_RATIO') 
AND s.statement_type = 'RATIOS'
ORDER BY fp.fiscal_year, li.normalized_code;","SELECT fp.fiscal_year, li.name as efficiency_metric, ff.value as turnover_ratio, ROUND(365.0 / NULLIF(ff.value, 0), 1) as days, LAG(ff.value) OVER (PARTITION BY li.line_item_id ORDER BY fp.fiscal_year) as prev_year_ratio, ROUND(ff.value - LAG(ff.value) OVER (PARTITION BY li.line_item_id ORDER BY fp.fiscal_year), 2) as ratio_change, ROUND(AVG(ff.value) OVER (PARTITION BY li.line_item_id), 2) as avg_turnover FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code IN ('HUL_RATIOS_INVENTORY_TURNOVER_RATIO', 'HUL_RATIOS_DEBTORS_TURNOVER_RATIO') AND s.statement_type = 'RATIOS' ORDER BY li.name, fp.fiscal_year;",0,llama-3.3-70b-versatile,2025-10-14T23:26:11.821045,few_shot_learning_curve_20251014_232008
Q001,What was the total revenue in 2024?,revenue_analysis,simple,True,0.0,,0.7294,False,0.6797,False,True,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': True, 'has_cte': True, 'has_window_func': True, 'has_case': True, 'has_subquery': True, 'has_aggregate': True}",[],[],SELECT value FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_PROFIT_LOSS_TOTAL_REVENUE' AND fp.fiscal_year = 2024;,"SELECT c.name as company_name, fp.fiscal_year, li.name as metric, ff.value as revenue, s.currency, s.units FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN company c ON fp.company_id = c.company_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_PROFIT_LOSS_REVENUE_FROM_OPERATIONS_NET' AND s.statement_type = 'PROFIT_LOSS' AND fp.fiscal_year = 2024;",15,llama-3.3-70b-versatile,2025-10-14T23:32:13.956573,few_shot_learning_curve_20251014_232008
Q002,Compare revenue between 2023 and 2024,revenue_analysis,medium,True,0.007109403610229492,,0.0696,False,0.4884,False,False,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': False, 'has_order_by': False, 'has_cte': True, 'has_window_func': True, 'has_case': False, 'has_subquery': True, 'has_aggregate': False}","['has_group_by', 'has_case', 'has_aggregate']",['has_order_by'],"SELECT fp.fiscal_year, li.normalized_code, ff.value
FROM financial_fact ff
JOIN statement s ON ff.statement_id = s.statement_id
JOIN fiscal_period fp ON s.period_id = fp.period_id
JOIN line_item li ON ff.line_item_id = li.line_item_id
WHERE li.normalized_code IN ('HUL_BALANCE_REVENUE', 'HUL_PROFIT_LOSS_GROSS_REVENUE') AND fp.fiscal_year IN (2023, 2024)
ORDER BY li.normalized_code, fp.fiscal_year;","SELECT c.name as company_name, MAX(CASE WHEN fp.fiscal_year = 2023 THEN ff.value END) as revenue_2023, MAX(CASE WHEN fp.fiscal_year = 2024 THEN ff.value END) as revenue_2024, MAX(CASE WHEN fp.fiscal_year = 2024 THEN ff.value END) - MAX(CASE WHEN fp.fiscal_year = 2023 THEN ff.value END) as absolute_variance, ROUND(((MAX(CASE WHEN fp.fiscal_year = 2024 THEN ff.value END) - MAX(CASE WHEN fp.fiscal_year = 2023 THEN ff.value END)) / NULLIF(MAX(CASE WHEN fp.fiscal_year = 2023 THEN ff.value END), 0)) * 100, 2) as variance_percentage FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN company c ON fp.company_id = c.company_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_PROFIT_LOSS_REVENUE_FROM_OPERATIONS_NET' AND s.statement_type = 'PROFIT_LOSS' AND fp.fiscal_year IN (2023, 2024) GROUP BY c.name;",15,llama-3.3-70b-versatile,2025-10-14T23:32:14.039911,few_shot_learning_curve_20251014_232008
Q003,Show revenue trend from 2021 to 2025 with year-over-year growth,trend_analysis,complex,True,0.007091999053955078,,0.2297,False,0.609,False,False,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': True, 'has_cte': True, 'has_window_func': True, 'has_case': True, 'has_subquery': True, 'has_aggregate': True}",[],[],"SELECT fiscal_year, value as revenue, 
       ROUND((value - LAG(value) OVER (ORDER BY fiscal_year)) / 
             NULLIF(LAG(value) OVER (ORDER BY fiscal_year), 0), 2) as yoy_growth_pct
FROM financial_fact ff
JOIN statement s ON ff.statement_id = s.statement_id
JOIN fiscal_period fp ON s.period_id = fp.period_id
JOIN line_item li ON ff.line_item_id = li.line_item_id
WHERE li.normalized_code = 'HUL_BALANCE_REVENUE' AND s.statement_type = 'PROFIT_LOSS' 
      AND fp.fiscal_year BETWEEN 2021 AND 2025
ORDER BY fiscal_year;","SELECT c.name as company_name, fp.fiscal_year, ff.value as revenue, LAG(ff.value) OVER (ORDER BY fp.fiscal_year) as prev_year_revenue, ff.value - LAG(ff.value) OVER (ORDER BY fp.fiscal_year) as yoy_change, ROUND(((ff.value - LAG(ff.value) OVER (ORDER BY fp.fiscal_year)) / NULLIF(LAG(ff.value) OVER (ORDER BY fp.fiscal_year), 0)) * 100, 2) as yoy_growth_pct, ROUND(((ff.value - FIRST_VALUE(ff.value) OVER (ORDER BY fp.fiscal_year)) / NULLIF(FIRST_VALUE(ff.value) OVER (ORDER BY fp.fiscal_year), 0)) * 100, 2) as cumulative_growth_from_2021 FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN company c ON fp.company_id = c.company_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_PROFIT_LOSS_REVENUE_FROM_OPERATIONS_NET' AND s.statement_type = 'PROFIT_LOSS' ORDER BY fp.fiscal_year;",15,llama-3.3-70b-versatile,2025-10-14T23:32:14.122063,few_shot_learning_curve_20251014_232008
Q004,What is the net profit margin in 2024?,profitability,simple,True,0.004003763198852539,,0.7756,False,0.731,False,True,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': True, 'has_cte': True, 'has_window_func': True, 'has_case': True, 'has_subquery': True, 'has_aggregate': True}",[],[],SELECT value FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_RATIOS_NET_PROFIT_MARGIN' AND fp.fiscal_year = 2024;,"SELECT c.name as company_name, fp.fiscal_year, li.name as metric, ff.value as net_profit_margin FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN company c ON fp.company_id = c.company_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_RATIOS_NET_PROFIT_MARGIN' AND s.statement_type = 'RATIOS' AND fp.fiscal_year = 2024;",15,llama-3.3-70b-versatile,2025-10-14T23:32:14.302072,few_shot_learning_curve_20251014_232008
Q005,Compare all profitability ratios for 2024,profitability,medium,True,0.0059931278228759766,,0.3752,False,0.6926,False,False,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': False, 'has_cte': False, 'has_window_func': True, 'has_case': True, 'has_subquery': False, 'has_aggregate': False}",['has_order_by'],"['has_cte', 'has_subquery', 'has_aggregate']","WITH latest_year AS (
    SELECT MAX(fiscal_year) as max_year FROM fiscal_period
),
metrics AS (
    SELECT 
        fp.fiscal_year,
        li.normalized_code,
        ff.value
    FROM financial_fact ff
    JOIN statement s ON ff.statement_id = s.statement_id
    JOIN fiscal_period fp ON s.period_id = fp.period_id
    JOIN line_item li ON ff.line_item_id = li.line_item_id
    WHERE fp.fiscal_year = (SELECT max_year FROM latest_year)
        AND li.normalized_code IN (
            'HUL_RATIOS_NET_PROFIT_MARGIN',
            'HUL_RATIOS_RETURN_ON_EBITDA',
            'HUL_RATIOS_ROIC',
            'HUL_RATIOS_DEBT_EQUITY_RATIO'
        )
)
SELECT 
    m.normalized_code as metric,
    m.value as current_value
FROM metrics m;","SELECT c.name as company_name, fp.fiscal_year, li.name as metric, ff.value as ratio_value FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN company c ON fp.company_id = c.company_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code IN ('HUL_RATIOS_NET_PROFIT_MARGIN', 'HUL_RATIOS_OPERATING_PROFIT_MARGIN', 'HUL_RATIOS_GROSS_PROFIT_MARGIN', 'HUL_RATIOS_RETURN_ON_NET_WORTH', 'HUL_RATIOS_RETURN_ON_CAPITAL_EMPLOYED') AND s.statement_type = 'RATIOS' AND fp.fiscal_year = 2024 ORDER BY li.name;",15,llama-3.3-70b-versatile,2025-10-14T23:32:14.389173,few_shot_learning_curve_20251014_232008
Q006,Analyze net profit margin trend with performance indicators,profitability,complex,True,0.010206222534179688,,0.1494,False,0.6976,False,True,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': False, 'has_cte': True, 'has_window_func': False, 'has_case': True, 'has_subquery': False, 'has_aggregate': True}","['has_order_by', 'has_window_func']",['has_subquery'],"SELECT 
    fp.fiscal_year,
    li.name as metric,
    ff.value as current_value,
    AVG(ff_hist.value) over (partition by li.line_item_id) as historical_avg,
    ROUND((ff.value - AVG(ff_hist.value) over (partition by li.line_item_id)) * 100 / NULLIF(AVG(ff_hist.value) over (partition by li.line_item_id), 0), 2) as variance_from_avg,
    CASE 
        WHEN li.normalized_code LIKE '%MARGIN%' AND ff.value > AVG(ff_hist.value) over (partition by li.line_item_id) THEN 'Strong'
        ELSE 'Review'
    END as assessment
FROM financial_fact ff
JOIN statement s ON ff.statement_id = s.statement_id
JOIN fiscal_period fp ON s.period_id = fp.period_id
JOIN line_item li ON ff.line_item_id = li.line_item_id
LEFT JOIN financial_fact ff_hist ON ff_hist.line_item_id = li.line_item_id
LEFT JOIN statement s_hist ON ff_hist.statement_id = s_hist.statement_id
LEFT JOIN fiscal_period fp_hist ON s_hist.period_id = fp_hist.period_id
WHERE li.normalized_code IN ('HUL_RATIOS_NET_PROFIT_MARGIN') AND fp.fiscal_year = (SELECT MAX(fiscal_year) FROM fiscal_period);","SELECT c.name as company_name, fp.fiscal_year, ff.value as net_profit_margin, LAG(ff.value) OVER (ORDER BY fp.fiscal_year) as prev_year_margin, ff.value - LAG(ff.value) OVER (ORDER BY fp.fiscal_year) as margin_change, ROUND(AVG(ff.value) OVER (), 2) as avg_margin_all_years, CASE WHEN ff.value > AVG(ff.value) OVER () THEN 'Above Average' WHEN ff.value < AVG(ff.value) OVER () THEN 'Below Average' ELSE 'At Average' END as performance_vs_avg FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN company c ON fp.company_id = c.company_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_RATIOS_NET_PROFIT_MARGIN' AND s.statement_type = 'RATIOS' ORDER BY fp.fiscal_year;",15,llama-3.3-70b-versatile,2025-10-14T23:32:14.478378,few_shot_learning_curve_20251014_232008
Q007,What was the operating cash flow in 2024?,cash_flow,simple,True,0.010513782501220703,,0.1302,False,0.7196,False,False,False,0.0,"{'has_select': True, 'has_from': True, 'has_join': True, 'has_where': True, 'has_group_by': True, 'has_order_by': True, 'has_cte': False, 'has_window_func': True, 'has_case': True, 'has_subquery': False, 'has_aggregate': True}",[],"['has_cte', 'has_subquery']","WITH forecast AS (
    SELECT 
        fp.fiscal_year,
        ff.value as operating_cashflow
    FROM financial_fact ff
    JOIN statement s ON ff.statement_id = s.statement_id
    JOIN fiscal_period fp ON s.period_id = fp.period_id
    JOIN line_item li ON ff.line_item_id = li.line_item_id
    WHERE li.normalized_code = 'HUL_CASHFLOW_OPERATING'
        AND s.statement_type = 'CASH_FLOW'
)
SELECT 
    f.operating_cashflow as ""Operating Cash Flow in 2024""
FROM forecast f
WHERE f.fiscal_year = 2024;","SELECT c.name as company_name, fp.fiscal_year, li.name as metric, ff.value as operating_cash_flow, s.currency, s.units FROM financial_fact ff JOIN statement s ON ff.statement_id = s.statement_id JOIN fiscal_period fp ON s.period_id = fp.period_id JOIN company c ON fp.company_id = c.company_id JOIN line_item li ON ff.line_item_id = li.line_item_id WHERE li.normalized_code = 'HUL_CASH_FLOW_NET_CASH_FROM_OPERATING_ACTIVITIES' AND s.statement_type = 'CASH_FLOW' AND fp.fiscal_year = 2024;",15,llama-3.3-70b-versatile,2025-10-14T23:32:14.560432,few_shot_learning_curve_20251014_232008
